ds,yhat,yhat_lower,yhat_upper
2018-01-02,2.597692068008253,2.2858705656085454,2.9122594837597924
2018-01-03,2.599224931868404,2.2714468245371258,2.9239218714801507
2018-01-04,2.604172119461704,2.2589654719225183,2.9420882089995173
2018-01-05,2.598276026176178,2.260445064801948,2.9358155565870057
2018-01-08,2.584353934897031,2.253488119656796,2.917071104581783
2018-01-09,2.570417074261889,2.2345892239725402,2.9065731668893764
2018-01-10,2.5680785380426077,2.2382086044291847,2.8859618404976213
2018-01-11,2.5697089191025935,2.238471929328418,2.867796667494141
2018-01-12,2.561079462080102,2.2147144176811326,2.9003074942244824
2018-01-15,2.5425494475082777,2.2256778701735143,2.850677817620755
2018-01-16,2.5282389947704016,2.198361445164042,2.8612425727439557
2018-01-17,2.526059437682974,2.2097837000312164,2.8281690769765473
2018-01-18,2.5283353961653563,2.20976511834338,2.8706707588306126
2018-01-19,2.520782715791802,2.1904991981533484,2.8725376679670114
2018-01-22,2.507409323645105,2.165171208121902,2.827919939170798
2018-01-23,2.4952168123596645,2.1638303241747128,2.8075017642574864
2018-01-24,2.495228695843059,2.164355259524084,2.7950164991322244
2018-01-25,2.499695404528966,2.158818721532427,2.7910117443412785
2018-01-26,2.494262201820102,2.14403551654056,2.8162648998504487
2018-01-29,2.4862028012488677,2.1394132921392925,2.801416344384537
2018-01-30,2.4752672112038345,2.1444685193640036,2.8007187631284314
2018-01-31,2.4762189865342172,2.157211997436198,2.807819701557333
2018-02-01,2.481288016785746,2.144515041675532,2.821208670619341
2018-02-02,2.4761095970636795,2.162795320717314,2.809707217635034
2018-02-05,2.4667824019221167,2.1439928965786255,2.7630484029461293
2018-02-06,2.45481080514293,2.1190891667046836,2.7867573407243897
2018-02-07,2.454471472809659,2.1231939312032537,2.7834016408542017
2018-02-08,2.4580343229281376,2.1346376570837706,2.8109115767773254
2018-02-09,2.4511786307242134,2.1187970325925227,2.7872818214984414
2018-02-14,2.420199657135418,2.0802914666402996,2.7426914935713507
2018-02-15,2.422001019969092,2.092092464442878,2.723830901321873
2018-02-16,2.413498822496883,2.080525423128156,2.7395578519191095
2018-02-19,2.3945090594598115,2.0606170138655293,2.735370588663884
2018-02-20,2.379594521385212,2.0499236278740556,2.7001551703483013
2018-02-21,2.376513637954181,2.0334057844177056,2.680976051908084
2018-02-22,2.3775569428059247,2.081472909743785,2.7110829764717446
2018-02-23,2.3684127535514046,2.049698435193506,2.7053355714692082
2018-02-26,2.347941075302305,2.0432727901429057,2.6614854934555296
2018-02-27,2.3325874873271033,2.022319021926592,2.655121729942728
2018-02-28,2.329049414206194,2.0036756746993674,2.6450737952974173
2018-03-01,2.3295939470297897,2.007789480081474,2.6800629225271937
2018-03-02,2.3198907271606526,1.9723789046329705,2.6509111725962233
2018-03-05,2.2972929596989244,1.9761964657209572,2.6122057858794676
2018-03-06,2.2810923020524556,1.940252931521875,2.602863668016289
2018-03-07,2.276666283757425,1.9538032979321485,2.5864507559626655
2018-03-08,2.276313194928803,1.9449665241594267,2.6214840263698176
2018-03-09,2.2657431381954707,1.95676574127789,2.6057063343505584
2018-03-12,2.2412578833263783,1.926852616556564,2.542651324989511
2018-03-13,2.2248749167902058,1.8935684019014094,2.5358012543289665
2018-03-14,2.2206056693798653,1.9138770421274545,2.5300922740136347
2018-03-15,2.220820472755494,1.9044281753507082,2.5382720335556224
2018-03-16,2.2113002238079043,1.8996871545208165,2.535874866578891
2018-03-19,2.19349644807105,1.885291540504435,2.5212167783724397
2018-03-20,2.180692859234793,1.8606834129857746,2.5061531803592763
2018-03-21,2.1807395298766177,1.8372893137031403,2.5061555988226956
2018-03-22,2.1860227405736645,1.8957692662658854,2.5034965404056084
2018-03-23,2.182323540507839,1.8742749229954017,2.5185832581075642
2018-03-26,2.186241545497182,1.862856107546007,2.520318870926442
2018-03-27,2.181922689184819,1.8775400097475883,2.506216467937853
2018-03-28,2.190944000579989,1.8737234851560196,2.529143449092484
2018-03-29,2.205575027942899,1.8807985702860892,2.5290023418836465
2018-04-02,2.2444727003022247,1.9341948596759602,2.582280469759969
2018-04-03,2.2494163888400744,1.927907133156839,2.574488240131509
2018-04-04,2.267226454435514,1.930902668948969,2.5815734310556775
