ds,yhat,yhat_lower,yhat_upper
2021-02-22,5.616124918112282,5.0091919389171675,6.168595532765212
2021-02-23,5.608594864580219,5.03772576139112,6.178565282085657
2021-02-24,5.579722231128876,4.9689784854287495,6.193703305519493
2021-02-25,5.558467164136548,4.944819755082011,6.141904159171843
2021-02-26,5.54219080377543,4.933038246831895,6.072766336579266
2021-03-01,5.511568688258901,4.991030377559049,6.0960466164066744
2021-03-02,5.514398818912068,4.917409686931214,6.103526267191004
2021-03-03,5.4957740767556436,4.8840508799732225,6.050233006661473
2021-03-04,5.484512893297551,4.881865767599436,6.094790728671109
2021-03-05,5.477846307655014,4.9310150089625475,6.090630675831957
2021-03-08,5.472651599400797,4.905527969375224,6.095076753939627
2021-03-09,5.4825322723453604,4.907561266390925,6.044205810774427
2021-03-10,5.470138730837896,4.852969220822109,6.052425590250537
2021-03-11,5.464248888867869,4.886057646035134,6.051057124919315
2021-03-12,5.462068530589471,4.864501080286521,5.982626355837327
2021-03-15,5.464984388275743,4.877813236148496,6.082112059764247
2021-03-16,5.475839002997922,4.879076784174679,6.029194393522148
2021-03-17,5.463610397404934,4.861770521914069,6.041359722442322
2021-03-18,5.457125147645935,4.904846553295951,6.056623253944573
2021-03-19,5.453646209518091,4.9047109975537015,6.035784622213028
2021-03-22,5.449122582459939,4.862327083668966,5.983523610574893
2021-03-23,5.45656800033234,4.914710819875429,6.042730425569296
2021-03-24,5.4406011663436455,4.870334757680699,6.021726607975445
2021-03-25,5.430133790766015,4.791399293427415,5.994967933460062
2021-03-26,5.4225151431232,4.811823525059785,6.013677530732671
2021-03-29,5.405488998577274,4.829507928019607,5.97043258813377
2021-03-30,5.409020037945153,4.81946704023729,6.0303024842402095
2021-03-31,5.389399584587319,4.826043586041012,5.948427393264351
2021-04-01,5.375614259529291,4.7956777063488785,5.973571891645998
2021-04-05,5.3423585390285995,4.759952276763001,5.900619820985042
2021-04-06,5.34516674220244,4.752972200639518,5.935334573464818
2021-04-07,5.32547166792986,4.759368571146359,5.9390268576323155
2021-04-08,5.312280860676453,4.729926477952874,5.908662649060305
2021-04-09,5.303023382182133,4.710669431023059,5.8997944852931585
2021-04-12,5.288114611476225,4.669757543655819,5.808872645370578
2021-04-13,5.29477205279448,4.716227641766056,5.886923781027155
2021-04-14,5.279473126370507,4.723635796274316,5.856183719097569
