ds,yhat,yhat_lower,yhat_upper
2018-01-02,3.2214875633788127,1.7265567004392997,4.7792733513913115
2018-01-03,3.221597790197717,1.5333162317789082,4.735879613165518
2018-01-04,3.2036149305111654,1.6678719642211224,4.7703201452049315
2018-01-05,3.2043436651157875,1.6083121051664109,4.911288712585346
2018-01-08,3.1322033787512202,1.6530735578007,4.707302428874077
2018-01-09,3.1694774345659296,1.5934071566038435,4.733220820681758
2018-01-10,3.1936419815822483,1.6575234941342967,4.722173819754406
2018-01-11,3.2012982453405208,1.5692015745261438,4.882571329114903
2018-01-12,3.228852612686407,1.675680934085509,4.799389826047563
2018-01-15,3.2401632079571265,1.7278071170788245,4.722717765583322
2018-01-16,3.3048613967866536,1.8388935347828035,4.969227445476389
2018-01-17,3.355584952079255,1.7761861253394136,4.899692428305837
2018-01-18,3.3885614587080095,1.7446586074294017,5.055104062953365
2018-01-19,3.4398500271978207,1.7988438488246976,4.898276967057223
2018-01-22,3.5098644038241247,1.9823739386050334,5.087386482416406
2018-01-23,3.589157546176354,2.0716709017462236,5.138529461807652
2018-01-24,3.6516881092728033,1.9671731947446558,5.102058168099739
2018-01-25,3.6935664783837856,2.145775553997201,5.234983323076927
2018-01-26,3.7507771991347947,2.247429686895426,5.350566610575494
2018-01-29,3.8205507210373817,2.277245194566488,5.439642458284271
2018-01-30,3.8939101709718535,2.2182674880902327,5.429608730953612
2018-01-31,3.947741711463044,2.3630865096166667,5.554066799394946
2018-02-01,3.9782980447944447,2.4027839951301546,5.641144500875949
2018-02-02,4.021731425827621,2.4091555648030742,5.510621056571221
2018-02-05,4.037420384551038,2.4622539364111247,5.60422704215685
2018-02-06,4.0892350804887485,2.448039276708424,5.562753718441473
2018-02-07,4.120155343325367,2.4473908368160355,5.675193629771385
2018-02-08,4.126676618178537,2.5025563337794665,5.800451405216231
2018-02-09,4.145194755139887,2.5438794958705846,5.695793391410507
2018-02-14,4.114114333997097,2.4111649108262427,5.774560497223271
2018-02-15,4.095304507119949,2.3827706670774886,5.580823813845545
2018-02-16,4.089154367439137,2.4717628466205857,5.651437441613978
2018-02-19,3.958912006569956,2.3974995160167176,5.594821822595986
2018-02-20,3.964301980499316,2.3160661064232024,5.580804505028203
2018-02-21,3.950491687954908,2.279082273364403,5.469541849527972
2018-02-22,3.914290853486917,2.4829722804915857,5.450603704575942
2018-02-23,3.8923834516740223,2.285383664760279,5.537330306546892
2018-02-26,3.725411652733807,2.190072143893358,5.311060361773505
2018-02-27,3.7222423617745988,2.133897466280387,5.23159171870011
2018-02-28,3.701760085783334,1.9053963510324068,5.30374035197558
2018-03-01,3.6607773672028605,2.1606376340168096,5.209874390924047
2018-03-02,3.6359643516011557,2.1304491529216296,5.142344938463141
2018-03-05,3.4711419882733145,1.9374479184735274,5.088872884470317
2018-03-06,3.472096482715298,1.846080393866643,4.937628711657168
2018-03-07,3.4572928560319536,1.8160865395183854,4.959072903706441
2018-03-08,3.423430572869526,1.91956713490261,5.076706347818344
2018-03-09,3.4070519657685763,1.8682318905645174,4.9030134743002165
2018-03-12,3.2739438652400805,1.8015870669781924,4.962783694955362
2018-03-13,3.2870623515204733,1.7087276257562511,4.846851591891663
2018-03-14,3.2849269814571507,1.643412944029837,4.909640842311254
2018-03-15,3.2640549936787404,1.6522810099062681,4.836667392785322
2018-03-16,3.26080545497476,1.6662088808746982,4.76187345139254
2018-03-19,3.1661284787343007,1.5080112376744375,4.8576646982887315
2018-03-20,3.1911774359832297,1.5966955697461092,4.68505389966459
2018-03-21,3.20027957979928,1.6259489553023085,4.63990884866107
2018-03-22,3.189822652311109,1.635448702179382,4.861900593427964
2018-03-23,3.196054559619559,1.5020171813836192,4.823061620066218
2018-03-26,3.123425174138353,1.654535967840025,4.7619743095947715
2018-03-27,3.153541766091003,1.5702134798637994,4.621901799981502
2018-03-28,3.1665569531817805,1.416186442021337,4.6426585669343075
2018-03-29,3.1588871106228438,1.657347978597161,4.753424723698416
2018-04-02,3.0937590370943484,1.467507779466955,4.63377870925232
2018-04-03,3.1222466301927954,1.5902090932010076,4.667424564726275
2018-04-04,3.133121489953343,1.5728813887836266,4.618202381701509
2018-04-05,3.1229541438568367,1.5621263813624977,4.669162209756497
2018-04-06,3.1282054135121795,1.4496228849716313,4.619628097856232
2018-04-09,3.047485976619006,1.5160783807540696,4.58097907103199
2018-04-10,3.0740881173348225,1.4335641517046684,4.580288831164406
2018-04-11,3.0836440355740287,1.3969252579075364,4.597669212700348
2018-04-12,3.072843833539119,1.3954827380006642,4.598235893773097
2018-04-13,3.0782494981387294,1.6258617150603103,4.762854426360018
2018-04-16,3.00340520697403,1.4272113742693915,4.573209283057205
2018-04-17,3.0338806816468797,1.4018707101442074,4.709877584662489
2018-04-18,3.0482609174150466,1.4060818878181092,4.6385217757829444
2018-04-19,3.0431949872537505,1.5208225804840203,4.720152419271416
2018-04-20,3.055180250161177,1.4429758026524744,4.603643646607012
2018-04-23,3.0041836708162517,1.430115229387959,4.547485516568267
2018-04-24,3.0435684845175475,1.4027199946737927,4.743178523825279
2018-04-25,3.0670995643327066,1.5192245286864474,4.619321103106579
2018-04-26,3.071269777747855,1.4424537232039618,4.682565706915752
2018-04-27,3.092416743739252,1.4217127778770833,4.663503720629878
2018-04-30,3.0668881983326832,1.556089208239246,4.710594313799418
2018-05-02,3.143665430197191,1.5907172694363783,4.825622701883982
